Equation, Degree, Coefficients, Number of points, Epsilon, Connected components
196*u**4 - 1008*u**2*v**3 + 140*u**2 + 1296*v**6 - 360*v**3 + 25,6,3000.0,500,0.15,1
196*u**4 - 1008*u**2*v**3 + 140*u**2 + 1296*v**6 - 360*v**3 + 25,6,3000.0,500,0.1,1
196*u**4 - 1008*u**2*v**3 + 140*u**2 + 1296*v**6 - 360*v**3 + 25,6,3000.0,750,0.2,1
196*u**4 - 1008*u**2*v**3 + 140*u**2 + 1296*v**6 - 360*v**3 + 25,6,3000.0,1000,0.2,1
196*u**4 - 1008*u**2*v**3 + 140*u**2 + 1296*v**6 - 360*v**3 + 25,6,3000.0,1000,0.15,2
196*u**4 - 1008*u**2*v**3 + 140*u**2 + 1296*v**6 - 360*v**3 + 25,6,3000.0,1000,0.1,5
-23*u**2 - 46*v + 2,2,69.0,250,0.3,35
-23*u**2 - 46*v + 2,2,69.0,250,0.25,29
-23*u**2 - 46*v + 2,2,69.0,250,0.2,35
-23*u**2 - 46*v + 2,2,69.0,250,0.15,29
-23*u**2 - 46*v + 2,2,69.0,250,0.1,54
-23*u**2 - 46*v + 2,2,69.0,500,0.3,39
-23*u**2 - 46*v + 2,2,69.0,500,0.25,43
-23*u**2 - 46*v + 2,2,69.0,500,0.2,46
-23*u**2 - 46*v + 2,2,69.0,500,0.1,63
-23*u**2 - 46*v + 2,2,69.0,750,0.3,60
-23*u**2 - 46*v + 2,2,69.0,750,0.25,53
-23*u**2 - 46*v + 2,2,69.0,750,0.1,76
-23*u**2 - 46*v + 2,2,69.0,1000,0.25,64
-23*u**2 - 46*v + 2,2,69.0,1000,0.2,71
-23*u**2 - 46*v + 2,2,69.0,1000,0.15,69
1369*u**2 + 2664*u*v**2 - 74*u + 1296*v**4 - 72*v**2 + 1,4,5475.0,250,0.3,1
1369*u**2 + 2664*u*v**2 - 74*u + 1296*v**4 - 72*v**2 + 1,4,5475.0,250,0.2,1
1369*u**2 + 2664*u*v**2 - 74*u + 1296*v**4 - 72*v**2 + 1,4,5475.0,250,0.1,1
1369*u**2 + 2664*u*v**2 - 74*u + 1296*v**4 - 72*v**2 + 1,4,5475.0,500,0.3,1
1369*u**2 + 2664*u*v**2 - 74*u + 1296*v**4 - 72*v**2 + 1,4,5475.0,500,0.25,1
1369*u**2 + 2664*u*v**2 - 74*u + 1296*v**4 - 72*v**2 + 1,4,5475.0,500,0.15,1
1369*u**2 + 2664*u*v**2 - 74*u + 1296*v**4 - 72*v**2 + 1,4,5475.0,500,0.1,2
1369*u**2 + 2664*u*v**2 - 74*u + 1296*v**4 - 72*v**2 + 1,4,5475.0,750,0.1,1
1369*u**2 + 2664*u*v**2 - 74*u + 1296*v**4 - 72*v**2 + 1,4,5475.0,1000,0.1,5
-40*u**4 - 33*v**4 + 10*w**2 + 1,4,83.0,250,0.3,39
-40*u**4 - 33*v**4 + 10*w**2 + 1,4,83.0,250,0.25,52
-40*u**4 - 33*v**4 + 10*w**2 + 1,4,83.0,250,0.2,45
-40*u**4 - 33*v**4 + 10*w**2 + 1,4,83.0,250,0.15,82
-40*u**4 - 33*v**4 + 10*w**2 + 1,4,83.0,250,0.1,97
-40*u**4 - 33*v**4 + 10*w**2 + 1,4,83.0,500,0.3,61
-40*u**4 - 33*v**4 + 10*w**2 + 1,4,83.0,500,0.25,90
-40*u**4 - 33*v**4 + 10*w**2 + 1,4,83.0,500,0.2,113
-40*u**4 - 33*v**4 + 10*w**2 + 1,4,83.0,500,0.15,93
-40*u**4 - 33*v**4 + 10*w**2 + 1,4,83.0,500,0.1,165
-40*u**4 - 33*v**4 + 10*w**2 + 1,4,83.0,750,0.3,53
-40*u**4 - 33*v**4 + 10*w**2 + 1,4,83.0,750,0.25,81
-40*u**4 - 33*v**4 + 10*w**2 + 1,4,83.0,750,0.2,87
-40*u**4 - 33*v**4 + 10*w**2 + 1,4,83.0,750,0.15,141
-40*u**4 - 33*v**4 + 10*w**2 + 1,4,83.0,1000,0.3,79
-40*u**4 - 33*v**4 + 10*w**2 + 1,4,83.0,1000,0.25,76
-40*u**4 - 33*v**4 + 10*w**2 + 1,4,83.0,1000,0.2,119
-40*u**4 - 33*v**4 + 10*w**2 + 1,4,83.0,1000,0.15,159
-40*u**4 - 33*v**4 + 10*w**2 + 1,4,83.0,1000,0.1,229
-43*u**3 - 46*v + 10*w**4 - 1,4,99.0,250,0.2,109
-43*u**3 - 46*v + 10*w**4 - 1,4,99.0,250,0.15,111
-43*u**3 - 46*v + 10*w**4 - 1,4,99.0,1000,0.15,355
784*u**6 - 840*u**3*v**4 - 56*u**3*w + 2576*u**3*x**4 + 112*u**3 + 225*v**8 + 30*v**4*w - 1380*v**4*x**4 - 60*v**4 + w**2 - 92*w*x**4 - 4*w + 2116*x**8 + 184*x**4 + 4,8,8460.0,500,0.25,1
961*u**8 + 124*u**4*v**2 - 682*u**4*w**3 + 1364*u**4*x**4 - 62*u**4 + 4*v**4 - 44*v**2*w**3 + 88*v**2*x**4 - 4*v**2 + 121*w**6 - 484*w**3*x**4 + 22*w**3 + 484*x**8 - 44*x**4 + 1,8,4488.0,250,0.3,1
961*u**8 + 124*u**4*v**2 - 682*u**4*w**3 + 1364*u**4*x**4 - 62*u**4 + 4*v**4 - 44*v**2*w**3 + 88*v**2*x**4 - 4*v**2 + 121*w**6 - 484*w**3*x**4 + 22*w**3 + 484*x**8 - 44*x**4 + 1,8,4488.0,250,0.25,2
961*u**8 + 124*u**4*v**2 - 682*u**4*w**3 + 1364*u**4*x**4 - 62*u**4 + 4*v**4 - 44*v**2*w**3 + 88*v**2*x**4 - 4*v**2 + 121*w**6 - 484*w**3*x**4 + 22*w**3 + 484*x**8 - 44*x**4 + 1,8,4488.0,250,0.2,1
961*u**8 + 124*u**4*v**2 - 682*u**4*w**3 + 1364*u**4*x**4 - 62*u**4 + 4*v**4 - 44*v**2*w**3 + 88*v**2*x**4 - 4*v**2 + 121*w**6 - 484*w**3*x**4 + 22*w**3 + 484*x**8 - 44*x**4 + 1,8,4488.0,250,0.1,1
961*u**8 + 124*u**4*v**2 - 682*u**4*w**3 + 1364*u**4*x**4 - 62*u**4 + 4*v**4 - 44*v**2*w**3 + 88*v**2*x**4 - 4*v**2 + 121*w**6 - 484*w**3*x**4 + 22*w**3 + 484*x**8 - 44*x**4 + 1,8,4488.0,500,0.3,1
961*u**8 + 124*u**4*v**2 - 682*u**4*w**3 + 1364*u**4*x**4 - 62*u**4 + 4*v**4 - 44*v**2*w**3 + 88*v**2*x**4 - 4*v**2 + 121*w**6 - 484*w**3*x**4 + 22*w**3 + 484*x**8 - 44*x**4 + 1,8,4488.0,500,0.25,2
961*u**8 + 124*u**4*v**2 - 682*u**4*w**3 + 1364*u**4*x**4 - 62*u**4 + 4*v**4 - 44*v**2*w**3 + 88*v**2*x**4 - 4*v**2 + 121*w**6 - 484*w**3*x**4 + 22*w**3 + 484*x**8 - 44*x**4 + 1,8,4488.0,500,0.2,1
961*u**8 + 124*u**4*v**2 - 682*u**4*w**3 + 1364*u**4*x**4 - 62*u**4 + 4*v**4 - 44*v**2*w**3 + 88*v**2*x**4 - 4*v**2 + 121*w**6 - 484*w**3*x**4 + 22*w**3 + 484*x**8 - 44*x**4 + 1,8,4488.0,500,0.15,1
961*u**8 + 124*u**4*v**2 - 682*u**4*w**3 + 1364*u**4*x**4 - 62*u**4 + 4*v**4 - 44*v**2*w**3 + 88*v**2*x**4 - 4*v**2 + 121*w**6 - 484*w**3*x**4 + 22*w**3 + 484*x**8 - 44*x**4 + 1,8,4488.0,500,0.1,1
961*u**8 + 124*u**4*v**2 - 682*u**4*w**3 + 1364*u**4*x**4 - 62*u**4 + 4*v**4 - 44*v**2*w**3 + 88*v**2*x**4 - 4*v**2 + 121*w**6 - 484*w**3*x**4 + 22*w**3 + 484*x**8 - 44*x**4 + 1,8,4488.0,750,0.3,1
961*u**8 + 124*u**4*v**2 - 682*u**4*w**3 + 1364*u**4*x**4 - 62*u**4 + 4*v**4 - 44*v**2*w**3 + 88*v**2*x**4 - 4*v**2 + 121*w**6 - 484*w**3*x**4 + 22*w**3 + 484*x**8 - 44*x**4 + 1,8,4488.0,750,0.25,2
961*u**8 + 124*u**4*v**2 - 682*u**4*w**3 + 1364*u**4*x**4 - 62*u**4 + 4*v**4 - 44*v**2*w**3 + 88*v**2*x**4 - 4*v**2 + 121*w**6 - 484*w**3*x**4 + 22*w**3 + 484*x**8 - 44*x**4 + 1,8,4488.0,750,0.2,2
961*u**8 + 124*u**4*v**2 - 682*u**4*w**3 + 1364*u**4*x**4 - 62*u**4 + 4*v**4 - 44*v**2*w**3 + 88*v**2*x**4 - 4*v**2 + 121*w**6 - 484*w**3*x**4 + 22*w**3 + 484*x**8 - 44*x**4 + 1,8,4488.0,750,0.15,3
961*u**8 + 124*u**4*v**2 - 682*u**4*w**3 + 1364*u**4*x**4 - 62*u**4 + 4*v**4 - 44*v**2*w**3 + 88*v**2*x**4 - 4*v**2 + 121*w**6 - 484*w**3*x**4 + 22*w**3 + 484*x**8 - 44*x**4 + 1,8,4488.0,750,0.1,3
961*u**8 + 124*u**4*v**2 - 682*u**4*w**3 + 1364*u**4*x**4 - 62*u**4 + 4*v**4 - 44*v**2*w**3 + 88*v**2*x**4 - 4*v**2 + 121*w**6 - 484*w**3*x**4 + 22*w**3 + 484*x**8 - 44*x**4 + 1,8,4488.0,1000,0.3,2
961*u**8 + 124*u**4*v**2 - 682*u**4*w**3 + 1364*u**4*x**4 - 62*u**4 + 4*v**4 - 44*v**2*w**3 + 88*v**2*x**4 - 4*v**2 + 121*w**6 - 484*w**3*x**4 + 22*w**3 + 484*x**8 - 44*x**4 + 1,8,4488.0,1000,0.25,3
961*u**8 + 124*u**4*v**2 - 682*u**4*w**3 + 1364*u**4*x**4 - 62*u**4 + 4*v**4 - 44*v**2*w**3 + 88*v**2*x**4 - 4*v**2 + 121*w**6 - 484*w**3*x**4 + 22*w**3 + 484*x**8 - 44*x**4 + 1,8,4488.0,1000,0.2,1
961*u**8 + 124*u**4*v**2 - 682*u**4*w**3 + 1364*u**4*x**4 - 62*u**4 + 4*v**4 - 44*v**2*w**3 + 88*v**2*x**4 - 4*v**2 + 121*w**6 - 484*w**3*x**4 + 22*w**3 + 484*x**8 - 44*x**4 + 1,8,4488.0,1000,0.15,2
961*u**8 + 124*u**4*v**2 - 682*u**4*w**3 + 1364*u**4*x**4 - 62*u**4 + 4*v**4 - 44*v**2*w**3 + 88*v**2*x**4 - 4*v**2 + 121*w**6 - 484*w**3*x**4 + 22*w**3 + 484*x**8 - 44*x**4 + 1,8,4488.0,1000,0.1,3
32*u**2 + 27*v - 1,2,59.0,250,0.3,21
32*u**2 + 27*v - 1,2,59.0,250,0.25,23
32*u**2 + 27*v - 1,2,59.0,250,0.2,20
32*u**2 + 27*v - 1,2,59.0,250,0.15,38
32*u**2 + 27*v - 1,2,59.0,250,0.1,29
32*u**2 + 27*v - 1,2,59.0,500,0.3,29
32*u**2 + 27*v - 1,2,59.0,500,0.25,27
32*u**2 + 27*v - 1,2,59.0,500,0.2,39
32*u**2 + 27*v - 1,2,59.0,500,0.15,36
32*u**2 + 27*v - 1,2,59.0,750,0.3,33
32*u**2 + 27*v - 1,2,59.0,750,0.25,37
32*u**2 + 27*v - 1,2,59.0,750,0.2,57
32*u**2 + 27*v - 1,2,59.0,750,0.1,65
32*u**2 + 27*v - 1,2,59.0,1000,0.25,47
32*u**2 + 27*v - 1,2,59.0,1000,0.15,74
32*u**2 + 27*v - 1,2,59.0,1000,0.1,75
-44*u**3 - 17*v**3 + 49*w + 1,3,110.0,250,0.3,49
-44*u**3 - 17*v**3 + 49*w + 1,3,110.0,250,0.25,66
-44*u**3 - 17*v**3 + 49*w + 1,3,110.0,250,0.2,71
-44*u**3 - 17*v**3 + 49*w + 1,3,110.0,1000,0.3,98
1156*u**4 + 1020*u**2*v**3 + 3128*u**2*w**3 - 340*u**2 + 225*v**6 + 1380*v**3*w**3 - 150*v**3 + 2116*w**6 - 460*w**3 + 25,6,9975.0,250,0.3,2
1156*u**4 + 1020*u**2*v**3 + 3128*u**2*w**3 - 340*u**2 + 225*v**6 + 1380*v**3*w**3 - 150*v**3 + 2116*w**6 - 460*w**3 + 25,6,9975.0,250,0.2,1
1156*u**4 + 1020*u**2*v**3 + 3128*u**2*w**3 - 340*u**2 + 225*v**6 + 1380*v**3*w**3 - 150*v**3 + 2116*w**6 - 460*w**3 + 25,6,9975.0,250,0.15,1
1156*u**4 + 1020*u**2*v**3 + 3128*u**2*w**3 - 340*u**2 + 225*v**6 + 1380*v**3*w**3 - 150*v**3 + 2116*w**6 - 460*w**3 + 25,6,9975.0,250,0.1,5
1156*u**4 + 1020*u**2*v**3 + 3128*u**2*w**3 - 340*u**2 + 225*v**6 + 1380*v**3*w**3 - 150*v**3 + 2116*w**6 - 460*w**3 + 25,6,9975.0,500,0.3,2
1156*u**4 + 1020*u**2*v**3 + 3128*u**2*w**3 - 340*u**2 + 225*v**6 + 1380*v**3*w**3 - 150*v**3 + 2116*w**6 - 460*w**3 + 25,6,9975.0,500,0.15,2
1156*u**4 + 1020*u**2*v**3 + 3128*u**2*w**3 - 340*u**2 + 225*v**6 + 1380*v**3*w**3 - 150*v**3 + 2116*w**6 - 460*w**3 + 25,6,9975.0,750,0.3,2
1156*u**4 + 1020*u**2*v**3 + 3128*u**2*w**3 - 340*u**2 + 225*v**6 + 1380*v**3*w**3 - 150*v**3 + 2116*w**6 - 460*w**3 + 25,6,9975.0,750,0.2,3
9*u**8 - 12*u**4*v**2 + 24*u**4*w**3 + 12*u**4 + 4*v**4 - 16*v**2*w**3 - 8*v**2 + 16*w**6 + 16*w**3 + 4,8,117.0,500,0.25,2
9*u**8 - 12*u**4*v**2 + 24*u**4*w**3 + 12*u**4 + 4*v**4 - 16*v**2*w**3 - 8*v**2 + 16*w**6 + 16*w**3 + 4,8,117.0,500,0.2,3
529*u**8 + 1932*u**4*v**3 + 1334*u**4*w**3 - 2116*u**4*x**2 + 92*u**4 + 1764*v**6 + 2436*v**3*w**3 - 3864*v**3*x**2 + 168*v**3 + 841*w**6 - 2668*w**3*x**2 + 116*w**3 + 2116*x**4 - 184*x**2 + 4,8,20160.0,250,0.3,4
529*u**8 + 1932*u**4*v**3 + 1334*u**4*w**3 - 2116*u**4*x**2 + 92*u**4 + 1764*v**6 + 2436*v**3*w**3 - 3864*v**3*x**2 + 168*v**3 + 841*w**6 - 2668*w**3*x**2 + 116*w**3 + 2116*x**4 - 184*x**2 + 4,8,20160.0,250,0.25,4
529*u**8 + 1932*u**4*v**3 + 1334*u**4*w**3 - 2116*u**4*x**2 + 92*u**4 + 1764*v**6 + 2436*v**3*w**3 - 3864*v**3*x**2 + 168*v**3 + 841*w**6 - 2668*w**3*x**2 + 116*w**3 + 2116*x**4 - 184*x**2 + 4,8,20160.0,250,0.15,5
529*u**8 + 1932*u**4*v**3 + 1334*u**4*w**3 - 2116*u**4*x**2 + 92*u**4 + 1764*v**6 + 2436*v**3*w**3 - 3864*v**3*x**2 + 168*v**3 + 841*w**6 - 2668*w**3*x**2 + 116*w**3 + 2116*x**4 - 184*x**2 + 4,8,20160.0,250,0.1,7
529*u**8 + 1932*u**4*v**3 + 1334*u**4*w**3 - 2116*u**4*x**2 + 92*u**4 + 1764*v**6 + 2436*v**3*w**3 - 3864*v**3*x**2 + 168*v**3 + 841*w**6 - 2668*w**3*x**2 + 116*w**3 + 2116*x**4 - 184*x**2 + 4,8,20160.0,500,0.3,4
529*u**8 + 1932*u**4*v**3 + 1334*u**4*w**3 - 2116*u**4*x**2 + 92*u**4 + 1764*v**6 + 2436*v**3*w**3 - 3864*v**3*x**2 + 168*v**3 + 841*w**6 - 2668*w**3*x**2 + 116*w**3 + 2116*x**4 - 184*x**2 + 4,8,20160.0,500,0.25,5
529*u**8 + 1932*u**4*v**3 + 1334*u**4*w**3 - 2116*u**4*x**2 + 92*u**4 + 1764*v**6 + 2436*v**3*w**3 - 3864*v**3*x**2 + 168*v**3 + 841*w**6 - 2668*w**3*x**2 + 116*w**3 + 2116*x**4 - 184*x**2 + 4,8,20160.0,500,0.15,5
529*u**8 + 1932*u**4*v**3 + 1334*u**4*w**3 - 2116*u**4*x**2 + 92*u**4 + 1764*v**6 + 2436*v**3*w**3 - 3864*v**3*x**2 + 168*v**3 + 841*w**6 - 2668*w**3*x**2 + 116*w**3 + 2116*x**4 - 184*x**2 + 4,8,20160.0,500,0.1,5
529*u**8 + 1932*u**4*v**3 + 1334*u**4*w**3 - 2116*u**4*x**2 + 92*u**4 + 1764*v**6 + 2436*v**3*w**3 - 3864*v**3*x**2 + 168*v**3 + 841*w**6 - 2668*w**3*x**2 + 116*w**3 + 2116*x**4 - 184*x**2 + 4,8,20160.0,750,0.3,12
529*u**8 + 1932*u**4*v**3 + 1334*u**4*w**3 - 2116*u**4*x**2 + 92*u**4 + 1764*v**6 + 2436*v**3*w**3 - 3864*v**3*x**2 + 168*v**3 + 841*w**6 - 2668*w**3*x**2 + 116*w**3 + 2116*x**4 - 184*x**2 + 4,8,20160.0,750,0.2,5
529*u**8 + 1932*u**4*v**3 + 1334*u**4*w**3 - 2116*u**4*x**2 + 92*u**4 + 1764*v**6 + 2436*v**3*w**3 - 3864*v**3*x**2 + 168*v**3 + 841*w**6 - 2668*w**3*x**2 + 116*w**3 + 2116*x**4 - 184*x**2 + 4,8,20160.0,750,0.15,10
529*u**8 + 1932*u**4*v**3 + 1334*u**4*w**3 - 2116*u**4*x**2 + 92*u**4 + 1764*v**6 + 2436*v**3*w**3 - 3864*v**3*x**2 + 168*v**3 + 841*w**6 - 2668*w**3*x**2 + 116*w**3 + 2116*x**4 - 184*x**2 + 4,8,20160.0,750,0.1,12
529*u**8 + 1932*u**4*v**3 + 1334*u**4*w**3 - 2116*u**4*x**2 + 92*u**4 + 1764*v**6 + 2436*v**3*w**3 - 3864*v**3*x**2 + 168*v**3 + 841*w**6 - 2668*w**3*x**2 + 116*w**3 + 2116*x**4 - 184*x**2 + 4,8,20160.0,1000,0.3,7
529*u**8 + 1932*u**4*v**3 + 1334*u**4*w**3 - 2116*u**4*x**2 + 92*u**4 + 1764*v**6 + 2436*v**3*w**3 - 3864*v**3*x**2 + 168*v**3 + 841*w**6 - 2668*w**3*x**2 + 116*w**3 + 2116*x**4 - 184*x**2 + 4,8,20160.0,1000,0.2,11
529*u**8 + 1932*u**4*v**3 + 1334*u**4*w**3 - 2116*u**4*x**2 + 92*u**4 + 1764*v**6 + 2436*v**3*w**3 - 3864*v**3*x**2 + 168*v**3 + 841*w**6 - 2668*w**3*x**2 + 116*w**3 + 2116*x**4 - 184*x**2 + 4,8,20160.0,1000,0.1,14
361*u**2 + 1786*u*v**2 + 1672*u*w + 38*u + 2209*v**4 + 4136*v**2*w + 94*v**2 + 1936*w**2 + 88*w + 1,4,12320.0,250,0.3,1
361*u**2 + 1786*u*v**2 + 1672*u*w + 38*u + 2209*v**4 + 4136*v**2*w + 94*v**2 + 1936*w**2 + 88*w + 1,4,12320.0,250,0.25,3
361*u**2 + 1786*u*v**2 + 1672*u*w + 38*u + 2209*v**4 + 4136*v**2*w + 94*v**2 + 1936*w**2 + 88*w + 1,4,12320.0,250,0.2,1
361*u**2 + 1786*u*v**2 + 1672*u*w + 38*u + 2209*v**4 + 4136*v**2*w + 94*v**2 + 1936*w**2 + 88*w + 1,4,12320.0,250,0.15,1
361*u**2 + 1786*u*v**2 + 1672*u*w + 38*u + 2209*v**4 + 4136*v**2*w + 94*v**2 + 1936*w**2 + 88*w + 1,4,12320.0,750,0.15,2
1521*u**4 - 1638*u**2*v**4 - 78*u**2 + 441*v**8 + 42*v**4 + 1,8,3720.0,250,0.3,2
1521*u**4 - 1638*u**2*v**4 - 78*u**2 + 441*v**8 + 42*v**4 + 1,8,3720.0,250,0.25,5
1521*u**4 - 1638*u**2*v**4 - 78*u**2 + 441*v**8 + 42*v**4 + 1,8,3720.0,250,0.2,2
1521*u**4 - 1638*u**2*v**4 - 78*u**2 + 441*v**8 + 42*v**4 + 1,8,3720.0,250,0.15,4
1521*u**4 - 1638*u**2*v**4 - 78*u**2 + 441*v**8 + 42*v**4 + 1,8,3720.0,250,0.1,2
1521*u**4 - 1638*u**2*v**4 - 78*u**2 + 441*v**8 + 42*v**4 + 1,8,3720.0,500,0.3,1
1521*u**4 - 1638*u**2*v**4 - 78*u**2 + 441*v**8 + 42*v**4 + 1,8,3720.0,500,0.25,1
1521*u**4 - 1638*u**2*v**4 - 78*u**2 + 441*v**8 + 42*v**4 + 1,8,3720.0,500,0.2,2
1521*u**4 - 1638*u**2*v**4 - 78*u**2 + 441*v**8 + 42*v**4 + 1,8,3720.0,500,0.15,1
1521*u**4 - 1638*u**2*v**4 - 78*u**2 + 441*v**8 + 42*v**4 + 1,8,3720.0,500,0.1,1
1521*u**4 - 1638*u**2*v**4 - 78*u**2 + 441*v**8 + 42*v**4 + 1,8,3720.0,750,0.25,1
1521*u**4 - 1638*u**2*v**4 - 78*u**2 + 441*v**8 + 42*v**4 + 1,8,3720.0,750,0.2,2
1521*u**4 - 1638*u**2*v**4 - 78*u**2 + 441*v**8 + 42*v**4 + 1,8,3720.0,750,0.1,5
1521*u**4 - 1638*u**2*v**4 - 78*u**2 + 441*v**8 + 42*v**4 + 1,8,3720.0,1000,0.25,5
1521*u**4 - 1638*u**2*v**4 - 78*u**2 + 441*v**8 + 42*v**4 + 1,8,3720.0,1000,0.2,2
441*u**4 + 126*u**2*v - 1680*u**2*w**2 + 294*u**2*x + 168*u**2 + 9*v**2 - 240*v*w**2 + 42*v*x + 24*v + 1600*w**4 - 560*w**2*x - 320*w**2 + 49*x**2 + 56*x + 16,4,5609.0,250,0.3,1
441*u**4 + 126*u**2*v - 1680*u**2*w**2 + 294*u**2*x + 168*u**2 + 9*v**2 - 240*v*w**2 + 42*v*x + 24*v + 1600*w**4 - 560*w**2*x - 320*w**2 + 49*x**2 + 56*x + 16,4,5609.0,250,0.25,1
441*u**4 + 126*u**2*v - 1680*u**2*w**2 + 294*u**2*x + 168*u**2 + 9*v**2 - 240*v*w**2 + 42*v*x + 24*v + 1600*w**4 - 560*w**2*x - 320*w**2 + 49*x**2 + 56*x + 16,4,5609.0,250,0.2,1
441*u**4 + 126*u**2*v - 1680*u**2*w**2 + 294*u**2*x + 168*u**2 + 9*v**2 - 240*v*w**2 + 42*v*x + 24*v + 1600*w**4 - 560*w**2*x - 320*w**2 + 49*x**2 + 56*x + 16,4,5609.0,250,0.15,4
441*u**4 + 126*u**2*v - 1680*u**2*w**2 + 294*u**2*x + 168*u**2 + 9*v**2 - 240*v*w**2 + 42*v*x + 24*v + 1600*w**4 - 560*w**2*x - 320*w**2 + 49*x**2 + 56*x + 16,4,5609.0,250,0.1,6
